,lyrics,isBad
5000,干一杯各抒己见,0
5001,顶两口再听几遍,0
5002,行走江湖的哥们,0
5003,感情放心里面,0
5004,我说嘿我的哥们就顶俩口,0
5007,我们萍水相逢一起顶两口,0
5008,一起顶两口,0
5009,那就顶两口,0
5011,反正都是一口闷,0
5012,不怕才来瓶江小白,0
5014,哥们都直来直往,0
5015,虚情假意的少来,0
5016,我说萍水相逢一起顶俩口,0
5018,我说爱过的人为她顶两口,0
5020,我说举杯消愁能喝几两酒,0
5022,人生黄粱一梦不如顶两口,0
5031,别个唱歌 你站角落,0
5042,Rapper的称呼不嫌多,0
5043,歌词除开每天都顶,0
5044,就是会港他的钱多,0
5058,飞得天也只在口里,0
5059,明天上格莱美可以,0
5060,敲下来九成是稳滴,0
5061,长沙市丢达摩绝对最猛滴,0
5070,快凌晨两点钟,0
5071,我不打算要走,0
5072,跳着舞 all night long,0
5073,没什么话要说,0
5074,眼皮越来越重,0
5075,在梦里看你脱,0
5076,不想起来的梦,0
5077,我变得不像我,0
5079,难收覆水,0
5080,悄悄偷了心的贼,0
5081,你是谁,0
5082,我试着抗拒却愈靠愈近,0
5083,我试着不去想念却为你,0
5084,无声无息动了心,0
5085,你就像颗恒星,0
5086,相互吸引,0
5087,强大引力的爱,0
5088,不管谁都招架不来,0
5089,我的心被你主宰,0
5090,以贪婪的非你不爱,0
5092,爱你的冲动 in my heart,0
5094,我只想爱你到无法自拔,0
5095,怎么会遇见你几秒钟,0
5096,好几个钟头,0
5097,当我离开我不停回头,0
5098,怎么回事脑波太弱,0
5099,没有联络方式,0
5100,甚至她的名字,0
5101,我到底在找什么,0
5102,应该是对我没有意思,0
5103,或嫌我太瘦,0
5104,跟着我,0
5105,如果你是我的女人,0
5106,我会带你 on tour,0
5107,我是贪心的男人,0
5108,我要你的所有,0
5109,没时间想怎么告白,0
5110,我只想拉你的手从这里离开,0
5112,无法预料,0
5113,只有爱情谁也逃不了,0
5115,无法预料,0
5116,逃不了,0
5117,强大引力的爱,0
5118,不管谁都招架不来,0
5119,我的心被你主宰,0
5120,以贪婪的非你不爱,0
5122,爱你的冲动 in my heart,0
5124,我只想爱你到无法自拔,0
5126,难收覆水,0
5127,悄悄偷了心的贼,0
5128,你是谁你是谁,0
5129,你是谁你是谁,0
5130,你是谁你是谁你是谁,0
5133,我知道我的中文讲得只是马马虎虎,0
5138,如果你不知道我们的名字 我们的名字,0
5139,你将会知道  I’m sippin on QingDao with the winners,0
5188,产生 太多幻觉 又有太多问题思索 无人了解我,0
5189,你地 同我一起say 我,0
5233,又到了这时间 它突然出现 我们都一起买买买,0
5234,买了个路由器 打有什么游戏 但我都不要在蹭Wifi,0
5235,买了一台手机 Iphone7 比别人便宜两百块,0
5236,在这个 双十一 我爽的飞起 我爽得歪歪歪～,0
5237,爸爸妈妈说买买买,0
5238,外国人都说buy buy buy,0
5239,我的烦恼全都拜拜拜,0
5240,你问我买什么我说你猜猜猜,0
5241,双11还在等什么,0
5242,快打开你的手机当你听到这儿,0
5243,给你baby买台新的车,0
5244,快快清空我的购物车,0
5245,快点清空你的购物车 又有新东西要打五折,0
5246,超激动我被打哭了 着急得那个店主那天他哭着,0
5247,来求我再去买多点 Aight 直接囤货到过年,0
5248,Aight 买得我的妈妈都说Ohyeah,0
5249,Aight我爸爸也说oh yeah,0
5250,双11抢货抢到午夜,0
5251,倒数十秒进入红色警戒,0
5252,给我奶奶买台按摩器,0
5253,买一送一还能送给爷爷,0
5254,买个包包再送给姐姐,0
5255,再送给自己 双十一,0
5256,每个人都跟我一样在买 1111,0
5257,又到了这时间 它突然出现 我们都一起买买买,0
5258,买了个路由器 打有什么游戏 但我都不要在蹭Wifi,0
5259,买了一台手机 Iphone7 比别人便宜两百块,0
5260,在这个 双十一 我爽的飞起 我爽得歪歪歪～,0
5261,她觉得我总是不靠谱,0
5262,但说真的,0
5263,昨晚的party i feel so good,0
5264,那怀揣着ghetto dream的小子,0
5265,再次把他们征服,0
5266,惊喜就像在变魔术,0
5267,她觉得平淡,0
5268,这首歌我很喜欢,0
5269,她觉得一般,0
5270,觉得我油嘴滑调 说的话显得不诚恳,0
5271,想法总是太过奇妙 少了成年人的沉稳,0
5272,对的 我对世界从不苟合,0
5273,也没多高尚品格  却总能轻松应对转折,0
5274,她觉得只是巧合 说我只是走运,0
5275,其实我相信 遇见她是我的好命,0
5276,但说到我,0
5277,她总是乐此不疲 为此 头痛,0
5278,omg 街头潜力股,0
5279,眼光好 那才会投中 yes,0
5280,但为此她从来不感冒,0
5281,每次和她谈到理想她就觉得搞笑,0
5282,当每次点燃 burning light,0
5283,很长一段都在wasted times,0
5284,我很无所谓是 wrong or right,0
5285,我们很相反就像是black or white,0
5286,只是有时希望你能by my side,0
5287,Say farewell 绝食失败,0
5288,生活中的我又总是找不到状态,0
5289,又失眠又拖延 生活条件还没改变,0
5290,抱歉 i can’t be your lover,0
5291,我是个小角色,0
5292,拿着MIC control 早出晚归 Hustle,0
5293,生活在街头 当我灵魂还没玩够,0
5294,创造新的flow,0
5295,Say Hello 好久不见,0
5296,上了年纪给我经验 多了经历把我改变,0
5297,过了 都想活的体面,0
5298,翻篇 只把生活过成体验,0
5299,让你进入我的世界 送你一对球鞋,0
5300,你说你想要一颗钻戒oh sorry i can’t,0
5301,当麻烦绕着时间oh sorry i can’t,0
5302,别跟我讨论未来 oh baby sorry i can’t,0
5303,who care about this 别站在我的旁边,0
5304,不如听首我的新歌 把啤酒换成可乐,0
5305,当每次点燃 burning light,0
5306,很长一段都在wasted times,0
5307,我很无所谓是 wrong or right,0
5308,我们很相反就像是black or white,0
5309,只是有时希望你能by my side,0
5310,保存的视频,0
5311,要发的短信,0
5312,我也不丢弃,0
5313,你打好的围巾,0
5314,冬天里围紧,0
5315,我也很用心,0
5316,穿睡衣在客厅,0
5317,出门很犹豫,0
5318,掏出了手机,0
5319,我手机的游戏,0
5320,排行榜是你,0
5321,刷新了成绩,0
5322,没人再像你一样,0
5323,爱用沉默掩饰爱,0
5324,夜晚被子给你盖,0
5325,温暖因为你而在,0
5326,偷看你眼神也迷离,0
5327,当我们渐渐的靠近,0
5328,陪你喝果汁和香槟,0
5329,脱离了碳酸的危机,0
5330,我很荣幸能停留这一刻,0
5331,用彩虹去勒你的颜色,0
5332,很抱歉我不想听你揣测,0
5333,我看见的梦境是你给的,0
5334,于是我不在,0
5335,习惯一个人也过得更加自在,0
5336,没有执着也许不会对你笑,0
5337,可是我的肩膀还是依然给你靠,0
5338,更加牢靠 这首歌也依然给你造,0
5339,即使我们只会变成一个嘲笑,0
5340,看你傻笑 跟我兜风 爬上山坡,0
5341,相信一切都会变得更加轻松,0
5342,烟雾缭绕 那是清晨微笑,0
5343,看着露水 在你裤脚缠绕,0
5344,我的红酒 想在山顶发酵,0
5345,云层干杯 却被水面打扰,0
5346,你就像一阵秋风 吹进了我的袖口,0
5347,没有你穿梭宇宙 气氛也变得不同,0
5348,我很荣幸能停留这一刻,0
5349,用彩虹去勾勒你的颜色,0
5350,很抱歉我不想听你揣测,0
5351,我看见的梦境是你给的,0
5352,保存的视频,0
5353,要发的短信,0
5354,我也不丢弃,0
5355,你打好的围巾,0
5356,冬天里围紧,0
5357,我也很用心,0
5358,穿睡衣在客厅,0
5359,出门很犹豫,0
5360,掏出了手机,0
5361,我手机的游戏,0
5362,排行榜是你,0
5363,刷新了成绩,0
5364,没人再像你一样,0
5365,爱用沉默掩饰爱,0
5366,夜晚被子给你盖,0
5367,温暖因为你而在,0
5368,偷看你眼神也迷离,0
5369,当我们渐渐的靠近,0
5370,陪你喝果汁和香槟,0
5371,脱离了碳酸的危机,0
5372,我很荣幸能停留这一刻,0
5373,用彩虹去勾勒你的颜色,0
5374,很抱歉我不想听你揣测,0
5375,我看见的梦境是你给的,0
5376,凌晨三点我在downtown,0
5378,和你的记忆全都在我心里,0
5379,但却让我忘掉我自己,0
5384,酒精混合清醒之间,0
5385,时间直到凌晨四点,0
5390,Shawty call me call me call me 你知道,0
5391,你知道跟着谁能让你用钞票洗澡,0
5392,你知道你爱的香槟跟着谁能喝的到,0
5393,你知道你要的Birkin跟着谁能买的到,0
5394,OH 你知道 你知道 谁能带你去海岛,0
5395,OH 你知道 你知道 谁能 Give you what you want,0
5396,告诉我 你要的 Everything Alright,0
5397,年轻的Body 年轻的Money,0
5398,跟着我这样的生活 Young Lady 你知道这很容易上瘾,0
5402,每次煲电话粥不舍得挂断 for my baby girl,0
5403,包容你任性的小脾气 Shawty you know you're my world,0
5404,宝贝 Good Night,0
5405,等待 我安排,0
5406,明天先兜一圈逛一天做你的司机 Drive yo~,0
5407,靠近你心在跳 如何掩饰我的紧张,0
5408,分开又受不了 请别把热情都冷藏,0
5409,慵懒的窝在了沙发 掏出了手机 咔擦,0
5410,朋友圈发一张秀恩爱不用去屏蔽 Hey wassup,0
5411,别介意把温度都留在我胸口,0
5415,他总是强颜欢笑却难掩心中的累,0
5416,太疲惫有多少个夜晚没有轻松的睡,0
5417,那冰封的泪被感动的温度融化,0
5418,带着一丝热度顺着脸颊流下,0
5419,看着镜子里的他 他也说不出话,0
5420,安静的太可怕就像是一幅画,0
5421,为什么人的情绪这么复杂各种颜色交加,0
5422,想变得简单黑白但是没人教他,0
5423,他装作若无其事继续他的生活,0
5424,酸甜苦辣一杯酒一个人斟酌,0
5425,他的朋友很少 也不需要太多,0
5426,不喜欢环境很吵 他的故事也不爱说,0
5427,我怀疑他是否患上抑郁症,0
5428,还没开口闻他让我不要继续问,0
5429,最后他用笑来打破这尴尬的气氛,0
5431,有人说他假外向,0
5432,他只是不想承认自己打败仗,0
5433,所以一直故作坚强的一个人抗,0
5434,下这所有的包袱依然坦荡荡,0
5435,经过的地方不会留下痕迹,0
5436,所有的人都觉得他很神秘,0
5437,其实他也很累只是善于隐藏,0
5438,一个人品尝着镜子里面那个自己,0
5439,不至于黯淡无光也没有光鲜亮丽,0
5440,当天发生的事情他选择当天忘记,0
5441,大脑只能保存二十四小时的记忆,0
5442,深处藏着一些永远不能说的秘密,0
5443,他心里总是有根拔不掉的刺,0
5444,也许扎的很深就像刺在身体上的字,0
5445,也或许只是愧疚那曾经发的誓,0
5446,所有的遗憾都成为了困扰着他的事,0
5447,我的homie 我把这封信 寄给你,0
5448,像一束火把 在冬季 递给你,0
5449,你被封闭 进水底 不能呼吸,0
5450,我希望你能振作 快速能出击,0
5451,我很庆幸自己还能玩着 文字游戏,0
5452,我也很幸运 没有被这 城市囚禁,0
5453,但我也着急 每天递增的年龄,0
5454,分秒必争的前提 是力争着前行,0
5455,记好哥们儿名字叫做Sdound,0
5457,知道我的住址就在 JY City牌坊沟,0
5458,买了我的beat 哥们儿全都往上走,0
5459,隐居山林做着炙手可热Dope beat,0
5463,我手气好得没烂牌 坏心思劝你也别来,0
5464,正直得像个白杨树 知道我品行也相当酷,0
5467,尊敬人这么多年都学不会 还是先做好自己,0
5468,Oh bro顺其自然才是我态度 也不代表接受套路,0
5472,重新注册个小号 把身份掩盖,0
5476,随便三言两语讲的你好像是当事人,0
5478,Wtf man 如果开了实名认证,0
5479,你得像个成年人对你的言行负责,0
5480,除了抨击比你有名气的你只剩张毒舌其他你都不用管,0
5482,我和我的团队始终保持低调把钞票都塞进口袋,0
5483,除了赚到了钱 还要扬名立万,0
5485,用白纸黑字写下 帮你再逐一解答,0
5488,想出名不需要靠话题而是通过大脑,0
5489,哥们儿在就事论事 并不需要太多观众,0
5490,我只希望能靠作品出来得到尊重,0
5491,这些都不是漂亮话 而是发自内心,0
5492,只希望真正明白事理的人能够看清,0
5499,请你睁大眼睛看 这些年走过的路,0
5500,不是随随便便讲讲而是真的发生过,0
5501,别再我这里喊停 哥们儿都会继续拼,0
5502,直到我坐在跑车里把屋里塞满黄金,0
5503,不是说非要谁赢 而是用说唱留名,0
5504,这就是你和我之间的区别显而易见,0
5506,这首歌写到现在只花了三十分钟,0
5507,却够你半辈子听 比你的妈妈用心,0
5509,我把兄弟看的重 多过女人 叶子还有钱,0
5510,就算我掉进无底洞 我也始终都会挥着拳,0
5511,我把兄弟看的重 多过女人 叶子还有钱,0
5512,就算我掉进无底洞 我也始终都会挥着拳,0
5517,天空之城,0
5518,盈藏在我的心,0
5519,站在那风之谷却没如搵,0
5520,天空之城才存着我的根,0
5521,到这里有人护荫,0
5528,天空之城,0
5529,盈藏在我的心,0
5530,站在那风之谷却没如搵,0
5531,天空之城才存着我的根,0
5532,到这里有人护荫,0
5539,一生不变改,0
5540,只因已存在热爱,0
5541,天空的国土在脑海,0
5553,不惜将它一一记在,0
5560,一切没变改 不需要感慨,0
5561,来到这个熟悉舞台,0
5562,即使没法改 不懂去转载,0
5563,没有这网络逼你来,0
5564,而家 将手机关掉讯号,0
5565,今晚的你不再被烦倒,0
5568,这么热爱它 不可放低吗,0
5569,地老天荒也不放下,0
5570,而家 将手机关掉讯号,0
5571,今晚的你不再被烦倒,0
5574,不管喜与悲 再不管欢与喜,0
5575,现在只想你,0
5576,通通熄了机 手机都放起,0
5577,现在想同步共你,0
5580,只有经历过等待 才会懂的珍惜,0
5581,只有些片段 是相爱过的证明,0
5582,在深夜里想你 在喝醉后聊你,0
5583,聊我们的过去 像是场默剧,0
5584,我开始懂得 你出现后的意义,0
5585,从当初夜不归宿到现在朝九晚五,0
5586,我习惯 你不在 让自己 没遗憾,0
5587,渐渐忘记我的世界有过你的存在,0
5588,我是想要结束我仅剩下的顽固,0
5589,我是在找出口可却被回忆拦住,0
5590,我承受着孤独和你离别后的痛苦,0
5591,从相识到相知度过每个节日,0
5592,相拥时的承诺被焚烧成粉末,0
5593,在故事的终点你一定有来过,0
5594,让这首歌伴随着心情一直循环,0
5595,我的爱用歌声等待着重来,0
5596,当我独自走过路口你在不在,0
5597,回忆诉说着片段 不管你爱不爱,0
5598,我想过也许这是最后一次,0
5599,为你唱不完的歌 就用岁月解释,0
5600,我们除了怀念还剩下些什么,0
5601,孤单在环绕是你阻止我的快乐,0
5602,我无法放手从开始到最后,0
5603,你始终没回头从相恋到分手,0
5604,我把你当成梦可你让我心痛,0
5605,我只要一点爱残留你的心中,0
5606,表现多强烈从歌中浮现画面,0
5607,是我太直接灼伤你的世界,0
5608,抛开一切束缚是你让我孤独,0
5609,在歌中叙述拿离开做为礼物,0
5610,这首你最爱的歌,0
5611,命中注定你我只能错过,0
5612,每到夜里 习惯带上耳机,0
5613,按下PLAY～的播放键来感受作者心情,0
5614,在午夜享受宁静 那心中画面应景,0
5615,或许你也和我一样喜欢这种事情,0
5616,或许听到这首你只是在无意,0
5617,或许你会觉得某种场景太熟悉,0
5618,那种挥之不去的感觉扎在心底,0
5619,有话不能说 这就叫做秘密那么请你,0
5623,在419以后,0
5624,只管开心 dont love me,0
5625,but u say 难忘记,0
5626,现实摆着不能忘的记忆,0
5627,告诉你我可能患有夜游症,0
5628,你说反正我也看不见 我夜盲症,0
5629,哈哈 SO BABY,0
5630,就算抱着手机,0
5631,和你聊天都是,0
5632,那溢出来的蜜,0
5633,这感觉很奇怪,0
5634,它是我的最爱,0
5635,它流进脑海 永远放不开,0
5636,丢不下它存在,0
5637,慢慢住在心怀,0
5638,内容说个大概,0
5639,其他的你去猜,0
5640,放着缓慢的伴奏,0
5641,让思绪缓缓流过,0
5642,闭上双眼,0
5643,躺在沙发 让往事再回落,0
5644,去感受 慢慢的放松,0
5645,既然选择放假休息,0
5646,就关闭闹钟,0
5647,关闭了闹钟,0
5648,就放在 那书桌上,0
5649,打开了电脑,0
5650,就跟着 那伴奏唱,0
5651,搭乘时光列车,0
5652,然后 回头望,0
5653,多好的时光多好的一切,0
5654,学会 安于现状,0
5655,你总是挂在嘴边,0
5656,重心该放在哪边,0
5657,思维却抢先,0
5658,抵达到那 希望的国度,0
5659,抓不住 开始,0
5660,日复一日不停的赶路,0
5661,没想过 音乐会渐渐 占据我的生活,0
5662,这样做或许可以解开,0
5663,他们的迷惑,0
5664,这感觉很奇怪,0
5665,它是我的最爱,0
5666,它流进脑海 永远放不开,0
5667,丢不下它存在,0
5668,慢慢住在心怀,0
5669,内容说个大概,0
5670,其他的你去猜,0
5671,后来你和我说 你又路过了他的公司,0
5672,重新翻修的 从南京西到静安寺,0
5673,你说他已经不在这个城市,0
5674,没留下信条 或几行陌生的住址,0
5675,呵 一路走来 模糊的场景对白,0
5676,踏过的人行横道仿佛说着你曾在,0
5677,街道右手的餐厅过去他常来,0
5678,但装潢换了 画面只留下无奈,0
5679,你好像多了纹身,0
5680,你好像画了红唇,0
5681,关于他的事你从来不许人多问,0
5682,你好像身边的男人一直换了又换,0
5683,但兜兜转转 还是他最让你喜欢,0
5684,你讨厌镜子里双眼的血丝,0
5685,讨厌疲倦像对他的回忆从未停止,0
5686,但你很固执 他说的话 他写的诗,0
5687,都是你戒不掉的睡前故事,0
5688,你已经习惯话到嘴边总是说不出口,0
5689,孤独的夜路贯穿梦境总是看不到头,0
5690,也想有班车 能开到你心里,0
5691,一路暖灯应景而他是唯一的乘客,0
5692,那愿景 你已经念过太多次,0
5693,藏了心事 为离别写了太多字,0
5694,回忆的围城框住梦你逃不出,0
5695,逝去的味道像是溪水你留不住,0
5696,也有过遗憾 其实你没那么好战,0
5697,但理解好难 你也想无话不谈,0
5698,现实却说着分开其实很简单,0
5700,或许孤独才是生活的常态,0
5701,彩色的时间只是镜花水月没未来,0
5702,想停在,0
5703,你想停在,0
5704,In a government yard in 广州,0
5705,当我回想一路走来过程不太现实,0
5706,我当着rap star 但是还得做着兼职,0
5707,他们都劝我放弃叫我改行说我偏执,0
5708,但革命尚未成功 朋友我必须坚持,0
5709,同志们仍需努力 这不算创造奇迹,0
5710,黎明到来之前总会有暴风雨的洗礼,0
5711,如果你了解我们当年是怎么发迹,0
5712,你也会清楚我们一样会再次发力,0
5713,你一定记得我们现场引爆的巨大声浪,0
5714,有人甚至把我们的口号给纹在身上,0
5715,既然可以承受地壳撕裂的震荡,0
5716,那就足以证明我们拥有巨人的分量,0
5717,你知道有些声音永远有力量,0
5718,Till I die 依然向世界传递着清香,0
5719,Till I die 依然握紧那把机枪,0
5720,一直想改变世界,0
5721,一直畀世界改变,0
5722,一直想改变世界,0
5723,一直畀世界改变,0
5724,看不到 听不到 找不到 得不到,0
5725,我的世界全部都是灰 向着终点不停转,0
5726,当你靠近我的眼神把这一切都冲散,0
5727,就像赤足的少年 为了明天而奔跑,0
5728,我却找遍整个世界 不管日夜的颠倒,0
5729,就让灰的变成白 再把悲伤变成海,0
5730,把我带向最远处 一起进入这色彩,0
5731,像是站在悬崖边 面前就是海,0
5732,风从四面八方吹来 感觉全部都是爱,0
5733,在我飞到最高处 让我掉入最深层,0
5734,张开贪婪的毛孔 感受蓝色的温度,0
5735,aka神农,0
5736,势必要尝过百草,0
5737,SJok想赚更多金银财宝,0
5739,飞到凌晨三点钟都还不睡觉,0
5740,和我的homies住在我的部落,0
5741,烧了你的庄园害你在,0
5742,户外躲着度过,0
5743,规矩形成方圆,0
5744,所以不太可能出错,0
5745,平时不太怎么出没,0
5746,警察不在我们出货,0
5747,绿色的植物全部摆在家里种,0
5748,窗外刮起风的时候我会发起疯,0
5749,保持三百时速起飞就要拿起bong,0
5750,品种太多考虑今天要抽哪一种,0
5751,烟雾缠绕身体就像梦游仙境,0
5752,每天都是天晴根本不用愁天气,0
5753,在我的周围都是我的兄弟,0
5754,靠近你的那位就是我安排的奸细,0
5755,但思想从不封建,0
5756,smoking weed的时候也从来不松懈,0
5758,坐在我新宫殿,0
5761,就好像我会魔法,0
5762,瞳孔开始放大,0
5763,我看你还想躲哪,0
5764,弱肉强食食物链这就是我的活法,0
5768,飞吻也没关系 我依然心感激,0
5775,躲在屏幕背后,0
5776,也知道 人心险恶,0
5777,那些喷子和疯子,0
5778,组成数已不计的仇恨者,0
5779,他们胡说八道,0
5780,只能看着我望梅止渴,0
5781,网上的东西,0
5782,拿女性特征做卖点,0
5783,先不说你没墨水,0
5784,写得更丢人现眼,0
5785,我没说我特别,0
5786,也没想过走得特别远,0
5787,只是在我心里,0
5788,我看你看得特别扁,0
5789,你看不惯别人好,0
5790,我从小就知道努力要比别人早,0
5791,我不挑人毛病 做人先把自己做好,0
5792,不是有求必应 要先看你有什么料,0
5793,你打开电视我在这里,0
5794,你的未来要空欢喜,0
5795,我说我全身都是宝,0
5796,我有黄金海岸岛,0
5800,我听过80年代,0
5801,不管是国内或是国外,0
5802,只要是最好的音乐 我都装进我的口袋,0
5803,听Hip-hop和爵士,0
5804,写复古词,0
5805,把你的批判 变惊叹到我做主时,0
5806,我接受它们的参差 就像你我的身世,0
5807,也质问自己好多次 却浇不灭的真挚,0
5808,她为了理想为了热爱,0
5809,为了希望不被淘汰,0
5810,也许还要经历很久的风吹日晒,0
5811,Sorry 是我来晚了,0
5812,音乐是很神圣的,0
5813,半条腿踏入沼泽,0
5814,这浑水我趟定了,0
5815,就像踩在烈日下的梅花桩,0
5816,我的热情不会花光,0
5817,一点不夸张,0
5818,我要转身力挽狂澜 投个三分球,0
5819,就让你兴奋 就在这原地翻跟斗,0
5820,我希望你能为了自由 可以摊开手,0
5821,我希望你能为了真实,0
5822,come on 跟我走,0
5831,我在控制着节奏,0
5832,就像播放经典的Soul,0
5833,透过你身体触摸了灵魂,0
5834,也确定这body燃烧着fire,0
5835,你总让我那么着迷,0
5836,你懂得我只想多点甜蜜 oh babe,0
5837,I promise you 我要尽全力,0
5838,开始了就该爱到底,0
5839,在这里Just you and me,0
5842,告诉我 有没有增加对我的爱,0
5845,水雾缭绕像个Model向我走来,0
5854,告诉我 有没有增加对我的爱,0
5859,灰色的烟雾让灵魂都飘走 让我迫不及待,0
5861,早睡又早起 并不奇怪,0
5863,说话要靠谱 从不抵赖,0
5864,黑暗中有人在跳舞,0
5865,无数人眼中的翘楚,0
5866,仔细观察动作扭扭捏捏就像日月神教的教主,0
5867,状态像嗨多了药物,0
5868,从来不低头看道路,0
5869,满头辫子然后戴个链子成了想红必备的套路,0
5870,他们为了引起你的注意,0
5871,双脚从来没有碰过陆地,0
5872,左手拿着一根weed右手拿着一杯purple drink兑上雪碧,0
5873,带着血迹,0
5874,然后再向天上撒着Money Money,0
5875,参加Party Party,0
5876,嘴里喊着Shawty Shawty,0
5877,你们只能待在家里家里,0
5880,搞不懂搞不懂搞不懂搞不懂,0
5881,猜不透猜不透猜不透猜不透,0
5882,现在的孩子都越来越浮夸都给他但他说还不够 还不够,0
5885,如果真是这种情况,0
5886,虽然我会有些意外,0
5887,不过游戏就会变得非常简单我很期待对我百利而无一害,0
5888,哪种没有内涵的烂歌曲都会有人喜欢没有人会感到奇怪,0
5889,那我的成功就会轻而易举所以现在我迫不及待,0
5893,灰色的烟雾让灵魂都飘走 让我迫不及待,0
5895,早睡又早起 并不奇怪,0
5897,说话要靠谱 从不抵赖,0
5898,烂歌手遍地 门槛都变低,0
5899,听起来就像 北京的天气,0
5900,我脚尖点地 十万八千里,0
5901,先打完排位 然后爬天梯,0
5902,我迫不及待的想去拥抱我最在乎的那位,0
5903,我迫不及待的想把账户的数字增加几位,0
5904,我迫不及待想找到差距和famous进行比对,0
5905,我迫不及待想出人头地个中滋味自己体会,0
5907,不怪别人只怪自己当时不够小心,0
5908,又能怎么样这种事反正不会要命,0
5909,谁也不能阻挡我和音乐继续调情,0
5910,为了家人要赚更多的 Paper,0
5911,怎么赚都赚不够的Paper,0
5912,红色的带着血的Paper,0
5913,才不是Rolling Weed的Paper,0
5914,才走到这个地步 就有人会在心里嫉妒,0
5916,任何事你都不会记住 对你好不是我的义务,0
5917,迫不及待用最大力度 来打破这层乌云密布,0
5921,灰色的烟雾让灵魂都飘走 让我迫不及待,0
5923,早睡又早起 并不奇怪,0
5925,说话要靠谱 从不抵赖,0
5926,我的风格来自Ghetto,0
5927,语句的安排不需 Sattle,0
5928,我不听Demo,0
5929,我代表真实的声音,0
5931,地下的声音,0
5932,就像药物让你镇静,0
5933,我来Take it to the top,0
5934,坐稳中文的第一把交椅 你们坐不下,0
5935,那些穿着龙袍的太监 依然不是太子,0
5936,让你来我的高度 到了最后只能摔死,0
5938,你问下一个king谁呢,0
5939,你们都猜对了,0
5940,So别跟我说你飞了,0
5941,你要让我听谁的歌,0
5942,我唱着中文的flow要走出赤道,0
5943,让他们吃惊这是中国制造,0
5944,让他们交出皇位这个帝国让我来接手,0
5948,我有Hiphop的态度 不需要来跟你握手,0
5952,我终于等到今天 把这文化带出ghetto,0
5953,把这节奏放在脑袋里让它简单,0
5954,而flow 跟随嘴巴的灵感不断在发展变换,0
5955,Say no 对质虚伪和敏感,0
5956,不要夸张 很多人不要麻烦,0
5957,很多人专门创造麻烦,0
5958,而 我思维渐渐清澈,0
5959,我知道我已经赢了,0
5960,我知道他们都病得不轻,0
5961,挂在急诊停着,0
5962,我知道用了心的人们到最后一定行的,0
5963,我知道没有梦的人们都等于没有名字,0
5964,I walk around 发现他们太搞,0
5965,不会去行动 只会一直Talkin about,0
5966,小白脸都着急 想要开除掉自己,0
5967,想偷看我的专辑 想要摸索出我的版底,0
5968,当你 懂生活的含义 就懂 Hiphop的道理,0
5969,外面的钱在等你,0
5970,把自己拥有的思维合成想法变成实际,0
5974,我有Hiphop的态度 不需要来跟你握手,0
5978,我终于等到今天 把这文化带出ghetto,0
5982,我有Hiphop的态度 不需要来跟你握手,0
5986,我终于等到今天 把这文化带出ghetto,0
5993,曾经我也让生活停在原地,0
5994,就好像演戏 用药物和酒精麻醉自己,0
5995,模糊了视力 只会让你和世界更加脱离,0
5996,谁都曾犯过错 谁都曾不关心日历,0
5997,生活像一场仗 不能选择投降,0
5998,干掉你周围那些loser 你要当领头羊,0
5999,前面的风浪 是否会轻易把你摇晃,0
6000,但我还依然握着麦克风用中文说唱,0
6001,有梦就去做 别光说 人时间不多,0
6002,多少个十年 能够让你这样来挥霍,0
6003,多少人失眠 希望自己能从头来过,0
6004,你剩的棋子已经不多 不能再走错,0
6005,从前的90后 现在需要独自奋斗,0
6006,放下那幼稚的童年 为了生活战斗,0
6007,而总有一天 这世界需要我们来接手,0
6008,别再找借口 别再说你什么都没有 你什么没有,0
6015,每个人的生活都会有不同的追求,0
6016,不同的对手 每天在作不同的决斗,0
6017,不同的决定 所以你我走不同的路,0
6018,乍眼看去那千山万水 但谁又在乎,0
6019,不必看低自己 别怕失败,0
6020,有很多事阻挡着你 一步步来,0
6021,你犹豫什么 你害怕什么,0
6022,他们都算什么 so let's go,0
6035,当我再次离开梦境张开了浮肿惺忪双眼,0
6036,大脑还没完全清醒拉开了厚重落地窗帘,0
6037,拿起我的Telephone 解锁显示有 二十四条未接,0
6038,不在意现在时钟 数不清推送 打开朋友圈,0
6039,有炖好的心灵鸡汤 喝到撑都喝不完,0
6040,下海在各个地方 秀恩爱拉赞脑残,0
6041,越看越无聊 所以我选择 起床刷牙洗脸,0
6042,然后打开我电脑 音乐开最大 充满我的房间,0
6046,太新鲜的球鞋 满房间Everyday is B Day,0
6047,YEAH YEAH 说的太过处女情结,0
6048,或在未来某一天DOPE CEO 生意不止这些,0
6049,YEAH YEAH 又要无聊度过今夜,0
6051,你不该继续混沌过日,0
6052,有太多人你可以尝试,0
6056,有那么一天 My Girlfriend 当然这是假如,0
6057,用我的一切 和时间 把所有障碍铲除,0
6058,做你的Only man 宠你做习惯,0
6059,早晚油门杆 身体给你暖,0
6060,努力给你看 所有的浪漫 充满安全感 hu~,0
6061,这是我全世界都找不到,0
6062,YA NO.1 NO.1 Hustle Hustle迷恋你傻傻的笑 YA,0
6063,单膝跪地西装革履 手捧玫瑰花在等你,0
6064,OK Baby would you marry me kissing 无名指的Diamond ring,0
6065,Em 想和你走入那神圣的婚礼的殿堂,0
6066,We are the main We are the main 他们看现场,0
6070,让我们游戏在一起,0
